source_city,destination_city,transport_mode,distance_km,shipment_weight_kg,traffic_level,weather_condition,departure_hour,day_of_week,month,transfer_count,historical_delay_rate,actual_delivery_hours
Visakhapatnam,Kochi,RAIL,1142.8,775.6,LOW,RAIN,1,4,12,2,0.2509,21.22
Delhi,Coimbatore,AIR,1956.9,6204.9,LOW,CLEAR,7,0,1,0,0.2424,10.36
Delhi,Hyderabad,ROAD,1255.4,116.7,MEDIUM,CLEAR,14,1,8,0,0.0542,28.29
Hyderabad,Kochi,ROAD,862.8,2148.6,LOW,CLEAR,17,5,2,0,0.1939,22.01
Bhopal,Kochi,AIR,1487.1,2076.9,LOW,CLEAR,21,4,6,0,0.2771,6.08
Pune,Surat,RAIL,313.6,11650.1,LOW,SNOW,7,2,9,1,0.0516,18.55
Lucknow,Indore,AIR,688.7,164.1,HIGH,CLEAR,9,6,7,1,0.0386,4.72
Chennai,Hyderabad,ROAD,515.2,7567.0,LOW,STORM,3,5,10,0,0.0066,21.69
Patna,Coimbatore,AIR,1835.2,560.4,LOW,CLEAR,23,0,11,0,0.0517,4.25
Pune,Guwahati,ROAD,2022.1,641.4,MEDIUM,CLEAR,17,0,12,0,0.2442,52.31
Delhi,Guwahati,RAIL,1459.4,253.1,LOW,CLEAR,12,4,9,0,0.2442,18.7
Patna,Mumbai,ROAD,1453.2,297.3,HIGH,RAIN,14,6,9,2,0.1621,61.73
Coimbatore,Ahmedabad,RAIL,1413.7,1779.7,LOW,SNOW,14,1,10,1,0.1001,23.95
Mumbai,Jaipur,AIR,920.7,288.6,MEDIUM,SNOW,8,3,3,0,0.242,2.35
Jaipur,Guwahati,RAIL,1588.0,2666.0,MEDIUM,CLEAR,7,5,4,0,0.0585,30.64
Visakhapatnam,Surat,RAIL,1155.7,494.9,HIGH,CLEAR,9,6,5,2,0.042,31.24
Patna,Surat,ROAD,1348.1,255.8,MEDIUM,SNOW,8,4,9,2,0.0268,48.59
Bhubaneswar,Bengaluru,RAIL,1196.1,582.1,MEDIUM,CLEAR,14,6,5,2,0.2554,27.32
Jaipur,Kochi,RAIL,1888.9,1642.6,MEDIUM,RAIN,9,6,2,0,0.2145,37.15
Ahmedabad,Pune,ROAD,518.1,786.2,MEDIUM,CLEAR,16,5,10,1,0.1874,13.72
Patna,Delhi,RAIL,853.4,1142.6,MEDIUM,CLEAR,14,4,9,0,0.2182,14.7
Chennai,Guwahati,AIR,1882.2,2528.7,MEDIUM,CLEAR,13,6,8,1,0.043,9.14
Kolkata,Chennai,RAIL,1358.4,4019.5,MEDIUM,CLEAR,21,0,11,0,0.1154,23.59
Indore,Mumbai,RAIL,509.8,755.9,LOW,SNOW,9,0,10,1,0.2442,11.49
Nagpur,Delhi,ROAD,851.7,313.2,LOW,RAIN,15,3,11,0,0.275,18.24
Bengaluru,Lucknow,RAIL,1581.9,1201.5,LOW,STORM,0,4,4,1,0.1539,27.82
Surat,Bengaluru,ROAD,1042.5,1929.0,LOW,RAIN,16,6,2,0,0.0366,23.35
Ahmedabad,Visakhapatnam,ROAD,1257.9,190.0,MEDIUM,CLEAR,13,4,5,2,0.2936,38.26
Surat,Pune,ROAD,313.6,376.6,LOW,CLEAR,8,1,10,0,0.1185,6.61
Guwahati,Mumbai,ROAD,2086.3,462.7,MEDIUM,CLEAR,0,6,12,1,0.0957,51.22
Delhi,Lucknow,ROAD,417.0,854.6,MEDIUM,SNOW,16,0,2,0,0.036,12.35
Guwahati,Chennai,RAIL,1882.2,440.0,MEDIUM,CLEAR,15,0,11,1,0.0038,30.44
Jaipur,Guwahati,ROAD,1588.0,2561.8,MEDIUM,STORM,15,5,6,1,0.1811,56.7
Kochi,Hyderabad,ROAD,862.8,159.8,LOW,RAIN,11,6,10,0,0.1837,19.82
Jaipur,Lucknow,ROAD,511.7,164.7,LOW,RAIN,15,3,9,0,0.0703,10.2
Pune,Mumbai,RAIL,120.2,734.6,MEDIUM,RAIN,14,0,1,0,0.0486,2.53
Kochi,Bengaluru,ROAD,367.7,888.2,HIGH,RAIN,8,0,6,0,0.1584,13.16
Nagpur,Kolkata,ROAD,970.1,191.4,MEDIUM,RAIN,13,6,2,1,0.1306,28.27
Bengaluru,Delhi,RAIL,1739.8,529.5,MEDIUM,RAIN,13,1,5,0,0.0911,26.98
Patna,Coimbatore,ROAD,1835.2,677.7,MEDIUM,CLEAR,18,4,10,0,0.0655,47.26
Kochi,Guwahati,AIR,2429.0,684.1,MEDIUM,RAIN,11,2,9,0,0.2578,6.15
Ahmedabad,Hyderabad,ROAD,879.5,1315.9,MEDIUM,CLEAR,11,1,9,0,0.2951,22.0
Coimbatore,Kochi,ROAD,142.3,495.8,MEDIUM,RAIN,22,4,8,0,0.1067,3.93
Indore,Surat,ROAD,356.5,6460.1,LOW,RAIN,19,5,1,1,0.2094,17.8
Pune,Mumbai,RAIL,120.2,1970.1,LOW,CLEAR,8,3,7,0,0.2597,3.64
Mumbai,Delhi,ROAD,1148.1,416.3,LOW,RAIN,19,3,6,2,0.0081,30.78
Nagpur,Surat,AIR,648.8,1228.3,MEDIUM,CLEAR,7,3,7,1,0.2724,6.14
Kolkata,Jaipur,ROAD,1357.8,1272.6,MEDIUM,RAIN,18,4,3,0,0.1497,39.15
Kochi,Mumbai,RAIL,1080.2,4711.0,LOW,RAIN,7,5,9,2,0.167,25.7
Surat,Coimbatore,ROAD,1211.7,533.5,LOW,RAIN,11,4,8,1,0.162,25.02
Lucknow,Patna,ROAD,440.7,2754.0,MEDIUM,RAIN,22,1,5,1,0.0729,16.1
Chennai,Surat,ROAD,1196.8,1153.1,LOW,CLEAR,6,1,1,0,0.2347,21.8
Patna,Guwahati,RAIL,663.0,6567.4,HIGH,CLEAR,18,4,1,1,0.2197,25.97
Chennai,Guwahati,ROAD,1882.2,5162.0,LOW,RAIN,13,4,5,0,0.0287,39.93
Jaipur,Guwahati,AIR,1588.0,1389.0,LOW,CLEAR,6,2,7,1,0.1688,8.2
Visakhapatnam,Hyderabad,RAIL,502.8,800.5,MEDIUM,CLEAR,21,5,12,0,0.2871,9.9
Coimbatore,Bhubaneswar,AIR,1401.3,2014.1,LOW,CLEAR,13,2,9,0,0.2613,4.96
Guwahati,Surat,ROAD,2001.1,883.1,LOW,CLEAR,19,2,6,1,0.1878,44.58
Guwahati,Patna,RAIL,663.0,8236.8,LOW,STORM,18,3,4,0,0.0596,20.77
Bhopal,Bhubaneswar,RAIL,928.8,1204.9,LOW,CLEAR,1,1,3,0,0.1042,12.18
Kolkata,Chennai,RAIL,1358.4,674.0,LOW,CLEAR,8,4,2,2,0.0451,25.01
Visakhapatnam,Jaipur,AIR,1278.6,631.7,MEDIUM,STORM,10,6,1,0,0.2466,4.76
Visakhapatnam,Bengaluru,RAIL,799.0,255.8,LOW,STORM,13,6,11,0,0.2336,14.01
Guwahati,Hyderabad,AIR,1677.6,2138.5,LOW,CLEAR,4,3,1,0,0.2731,6.07
Nagpur,Jaipur,RAIL,723.5,409.9,LOW,SNOW,10,1,11,2,0.019,16.83
Bengaluru,Bhubaneswar,ROAD,1196.1,4096.0,HIGH,CLEAR,18,3,8,1,0.2894,48.79
Surat,Bhubaneswar,RAIL,1354.3,232.4,MEDIUM,SNOW,7,0,8,1,0.2899,32.1
Jaipur,Ahmedabad,ROAD,540.5,1277.5,HIGH,CLEAR,16,4,12,2,0.2023,23.3
Visakhapatnam,Pune,AIR,993.7,4360.2,HIGH,CLEAR,12,3,10,1,0.2645,10.1
Ahmedabad,Surat,AIR,207.7,82.9,LOW,CLEAR,4,0,2,2,0.1315,6.3
Pune,Coimbatore,ROAD,898.3,12356.3,MEDIUM,RAIN,7,3,12,1,0.094,37.26
Delhi,Guwahati,ROAD,1459.4,658.3,LOW,CLEAR,7,5,3,2,0.0463,37.79
Visakhapatnam,Kolkata,ROAD,763.8,1299.0,HIGH,CLEAR,15,1,7,1,0.0095,24.67
Kochi,Chennai,ROAD,559.5,2177.1,MEDIUM,RAIN,6,2,8,0,0.0126,14.7
Mumbai,Patna,ROAD,1453.2,2621.1,LOW,CLEAR,18,6,3,0,0.2075,36.55
Jaipur,Pune,RAIL,953.9,1523.3,HIGH,SNOW,17,4,8,0,0.101,27.14
Lucknow,Chennai,RAIL,1532.1,3629.5,HIGH,CLEAR,5,5,8,1,0.0162,36.52
Lucknow,Mumbai,AIR,1194.7,2044.5,HIGH,CLEAR,19,3,12,3,0.0337,11.42
Coimbatore,Jaipur,ROAD,1771.7,9073.0,LOW,CLEAR,21,3,11,1,0.1996,45.74
Chennai,Ahmedabad,RAIL,1371.8,2052.5,LOW,CLEAR,2,3,5,1,0.2816,23.18
Pune,Bhopal,ROAD,643.5,11586.1,LOW,CLEAR,21,3,9,1,0.1224,26.64
Chennai,Kolkata,AIR,1358.4,3233.4,MEDIUM,RAIN,9,1,10,2,0.2333,12.97
Kolkata,Patna,ROAD,469.2,125.6,MEDIUM,RAIN,15,0,1,1,0.2921,15.31
Coimbatore,Nagpur,ROAD,1149.0,25167.9,LOW,CLEAR,7,5,9,0,0.2125,49.29
Coimbatore,Lucknow,ROAD,1809.1,550.5,MEDIUM,CLEAR,18,3,12,0,0.2169,46.19
Mumbai,Chennai,AIR,1033.1,6598.9,LOW,SNOW,18,3,2,0,0.1848,8.65
Indore,Surat,ROAD,356.5,1132.5,MEDIUM,CLEAR,22,4,10,0,0.2933,9.88
Kolkata,Nagpur,RAIL,970.1,3917.9,HIGH,RAIN,23,2,1,0,0.0899,24.04
Chennai,Ahmedabad,RAIL,1371.8,480.0,MEDIUM,SNOW,5,6,5,0,0.2349,27.23
Hyderabad,Surat,RAIL,727.5,2323.6,LOW,CLEAR,15,3,10,0,0.1245,10.14
Chennai,Ahmedabad,ROAD,1371.8,809.3,LOW,RAIN,8,3,12,0,0.0466,27.75
Lucknow,Jaipur,ROAD,511.7,7294.0,LOW,STORM,6,3,9,2,0.2218,26.52
Guwahati,Pune,ROAD,2022.1,1856.4,MEDIUM,RAIN,7,1,9,0,0.2488,58.34
Bhopal,Pune,ROAD,643.5,3371.6,MEDIUM,STORM,20,1,4,2,0.2591,31.97
Patna,Lucknow,RAIL,440.7,81.7,LOW,CLEAR,16,1,10,0,0.2766,5.29
Lucknow,Nagpur,ROAD,661.4,989.6,HIGH,RAIN,3,1,8,3,0.2235,33.71
Mumbai,Ahmedabad,ROAD,440.0,1794.8,MEDIUM,CLEAR,22,1,12,1,0.1583,14.3
Delhi,Bengaluru,ROAD,1739.8,1434.2,HIGH,CLEAR,17,1,8,2,0.2816,73.64
Hyderabad,Bhubaneswar,RAIL,837.2,3475.1,MEDIUM,STORM,9,6,1,1,0.0629,26.43
Kolkata,Delhi,ROAD,1303.8,706.9,HIGH,CLEAR,12,2,7,1,0.0232,38.74
Visakhapatnam,Bhopal,RAIL,865.7,1162.8,LOW,STORM,16,5,10,0,0.1295,16.48
Visakhapatnam,Hyderabad,ROAD,502.8,4525.4,LOW,RAIN,16,2,10,0,0.1747,14.67
Bhubaneswar,Kolkata,AIR,364.9,71.2,HIGH,STORM,12,5,5,1,0.204,4.2
Indore,Mumbai,RAIL,509.8,2224.4,HIGH,STORM,13,5,3,0,0.2446,16.01
Bhopal,Coimbatore,ROAD,1362.2,734.6,MEDIUM,RAIN,2,5,11,0,0.008,35.73
Indore,Jaipur,ROAD,466.3,366.9,LOW,STORM,13,2,10,2,0.2406,19.46
Jaipur,Pune,ROAD,953.9,1642.3,LOW,SNOW,10,0,11,0,0.18,21.95
Nagpur,Patna,ROAD,790.9,4783.6,MEDIUM,RAIN,9,2,9,1,0.2859,31.01
Kochi,Mumbai,ROAD,1080.2,3816.1,HIGH,RAIN,8,4,10,0,0.1044,43.72
Kochi,Bhopal,AIR,1487.1,932.5,LOW,CLEAR,15,4,5,0,0.1851,4.3
Indore,Lucknow,RAIL,688.7,3136.6,LOW,CLEAR,11,4,10,0,0.23,12.02
Delhi,Bhopal,ROAD,595.7,3107.8,MEDIUM,CLEAR,11,6,6,0,0.1549,17.57
Patna,Bengaluru,RAIL,1610.3,987.5,MEDIUM,CLEAR,7,1,10,2,0.0468,33.22
Ahmedabad,Guwahati,ROAD,1966.8,477.4,MEDIUM,CLEAR,21,3,2,2,0.0149,47.85
Patna,Kolkata,AIR,469.2,511.7,MEDIUM,RAIN,8,3,4,0,0.0334,1.51
Surat,Nagpur,ROAD,648.8,2997.2,HIGH,RAIN,11,1,3,0,0.1485,24.73
Bhubaneswar,Patna,RAIL,593.3,1042.5,LOW,RAIN,7,4,5,2,0.1919,15.15
Pune,Bengaluru,RAIL,735.2,312.5,MEDIUM,SNOW,16,0,10,0,0.1712,13.1
Coimbatore,Hyderabad,ROAD,727.1,145.2,MEDIUM,STORM,11,6,2,0,0.2139,26.57
Visakhapatnam,Coimbatore,ROAD,1002.3,2975.6,MEDIUM,SNOW,11,0,9,0,0.0117,30.22
Pune,Coimbatore,ROAD,898.3,569.0,HIGH,RAIN,19,0,10,1,0.0409,36.06
Lucknow,Kolkata,AIR,887.0,1630.2,MEDIUM,CLEAR,17,1,9,0,0.2283,3.44
Surat,Indore,RAIL,356.5,4854.4,MEDIUM,STORM,13,6,8,0,0.2344,12.51
Kochi,Chennai,RAIL,559.5,228.0,LOW,CLEAR,12,6,2,3,0.2107,16.15
Nagpur,Patna,RAIL,790.9,1038.8,MEDIUM,CLEAR,21,6,8,2,0.2236,19.93
Bhubaneswar,Jaipur,AIR,1258.9,893.5,LOW,CLEAR,21,5,3,1,0.289,7.17
Ahmedabad,Patna,ROAD,1304.5,1729.7,LOW,RAIN,16,6,3,1,0.2833,33.75
Surat,Nagpur,RAIL,648.8,4851.3,MEDIUM,RAIN,17,3,11,2,0.1933,22.21
Jaipur,Guwahati,RAIL,1588.0,222.4,MEDIUM,CLEAR,19,0,8,1,0.0958,30.22
Coimbatore,Lucknow,ROAD,1809.1,2172.8,HIGH,SNOW,21,3,12,1,0.0042,74.85
Pune,Surat,AIR,313.6,3781.3,MEDIUM,CLEAR,5,1,6,0,0.1895,4.4
Bhopal,Chennai,ROAD,1171.1,876.9,HIGH,CLEAR,23,1,5,0,0.1294,35.39
Bengaluru,Surat,ROAD,1042.5,929.9,LOW,CLEAR,16,4,12,2,0.0441,25.51
Bhubaneswar,Visakhapatnam,AIR,399.0,1811.9,MEDIUM,CLEAR,14,1,8,1,0.0646,5.7
Ahmedabad,Surat,ROAD,207.7,1658.7,HIGH,SNOW,11,2,11,0,0.281,9.32
Pune,Kochi,ROAD,989.7,2205.8,MEDIUM,CLEAR,10,2,1,1,0.0199,25.82
Bhopal,Chennai,ROAD,1171.1,2150.7,HIGH,CLEAR,17,0,7,2,0.2362,48.59
Lucknow,Jaipur,RAIL,511.7,337.5,MEDIUM,CLEAR,15,4,10,0,0.2706,8.78
Visakhapatnam,Indore,AIR,950.0,3598.7,LOW,SNOW,7,5,10,1,0.2065,9.37
Surat,Pune,ROAD,313.6,4447.7,MEDIUM,STORM,15,3,9,0,0.0184,13.61
Surat,Mumbai,ROAD,232.9,1371.0,LOW,RAIN,7,0,2,1,0.2538,10.64
Bengaluru,Delhi,ROAD,1739.8,182.5,LOW,RAIN,13,5,7,3,0.196,44.86
Mumbai,Coimbatore,AIR,997.2,955.6,LOW,STORM,14,3,2,2,0.0831,10.29
Ahmedabad,Indore,ROAD,338.4,1384.8,LOW,CLEAR,15,1,10,2,0.1889,13.06
Guwahati,Hyderabad,AIR,1677.6,277.7,LOW,CLEAR,7,6,8,1,0.041,6.16
Coimbatore,Hyderabad,AIR,727.1,711.8,HIGH,RAIN,6,6,3,0,0.2123,2.37
Indore,Mumbai,ROAD,509.8,202.1,LOW,CLEAR,8,3,9,1,0.2709,13.89
Indore,Coimbatore,AIR,1306.5,2272.8,HIGH,CLEAR,14,3,9,0,0.1565,5.22
Ahmedabad,Bengaluru,RAIL,1237.0,1338.3,MEDIUM,CLEAR,20,6,1,1,0.2856,25.1
Chennai,Kochi,RAIL,559.5,152.2,LOW,CLEAR,17,1,2,1,0.1314,10.58
Mumbai,Kolkata,ROAD,1654.8,1672.0,LOW,CLEAR,17,2,3,1,0.2573,42.17
Pune,Hyderabad,AIR,505.8,1024.7,HIGH,CLEAR,9,3,1,0,0.2321,2.15
Pune,Visakhapatnam,RAIL,993.7,2037.9,MEDIUM,CLEAR,6,2,7,0,0.0265,16.77
Chennai,Mumbai,RAIL,1033.1,685.5,HIGH,SNOW,19,2,11,0,0.2738,32.43
Hyderabad,Ahmedabad,AIR,879.5,419.1,LOW,RAIN,13,0,1,0,0.2731,2.68
Mumbai,Hyderabad,ROAD,621.5,434.8,MEDIUM,CLEAR,6,1,8,0,0.1054,13.94
Indore,Hyderabad,AIR,653.6,574.9,MEDIUM,CLEAR,13,2,6,0,0.238,2.09
Coimbatore,Chennai,AIR,427.4,1121.7,HIGH,CLEAR,16,5,11,2,0.0674,8.3
Nagpur,Coimbatore,ROAD,1149.0,1309.7,LOW,CLEAR,9,2,6,0,0.0091,23.77
Jaipur,Ahmedabad,ROAD,540.5,872.3,HIGH,CLEAR,0,1,9,2,0.0624,22.64
Jaipur,Ahmedabad,ROAD,540.5,659.9,LOW,CLEAR,15,5,12,0,0.1452,11.57
Pune,Guwahati,AIR,2022.1,719.3,HIGH,SNOW,2,2,2,2,0.0173,11.75
Bengaluru,Pune,ROAD,735.2,22231.6,MEDIUM,SNOW,11,6,4,1,0.048,46.16
Bhopal,Pune,RAIL,643.5,434.9,MEDIUM,SNOW,18,0,4,2,0.2851,19.11
Bhopal,Pune,ROAD,643.5,561.4,LOW,RAIN,23,0,3,2,0.1482,19.56
Mumbai,Pune,ROAD,120.2,50000.0,HIGH,RAIN,10,6,8,1,0.2469,55.32
Jaipur,Delhi,RAIL,235.3,1817.5,LOW,RAIN,1,0,1,0,0.062,4.85
Hyderabad,Indore,ROAD,653.6,209.4,MEDIUM,SNOW,13,0,5,1,0.0266,21.5
Chennai,Mumbai,AIR,1033.1,3014.6,MEDIUM,RAIN,9,4,2,0,0.2342,6.38
Patna,Kolkata,ROAD,469.2,368.0,MEDIUM,RAIN,19,2,8,2,0.1047,21.08
Surat,Kolkata,AIR,1609.7,3264.5,MEDIUM,SNOW,16,3,10,2,0.1379,12.17
Indore,Hyderabad,ROAD,653.6,851.4,MEDIUM,RAIN,11,2,6,0,0.2976,17.58
Patna,Kochi,AIR,1976.9,646.9,MEDIUM,CLEAR,17,2,6,1,0.095,7.04
Guwahati,Bhopal,RAIL,1481.2,7562.8,MEDIUM,CLEAR,10,3,6,0,0.1419,26.91
Visakhapatnam,Guwahati,ROAD,1286.2,2163.9,MEDIUM,CLEAR,13,1,3,1,0.1904,35.27
Indore,Ahmedabad,ROAD,338.4,3524.8,MEDIUM,CLEAR,20,1,5,1,0.0267,13.1
Bhubaneswar,Coimbatore,ROAD,1401.3,1848.1,HIGH,CLEAR,7,1,12,1,0.2149,57.37
Lucknow,Mumbai,RAIL,1194.7,643.3,MEDIUM,CLEAR,9,0,1,2,0.1355,28.97
Guwahati,Surat,AIR,2001.1,2283.9,LOW,CLEAR,19,3,10,0,0.0525,6.3
Kochi,Surat,ROAD,1302.6,4680.0,MEDIUM,STORM,12,3,2,1,0.1292,50.57
Nagpur,Coimbatore,ROAD,1149.0,1289.1,LOW,CLEAR,9,0,2,1,0.1382,29.69
Coimbatore,Pune,RAIL,898.3,9527.8,LOW,CLEAR,2,3,4,0,0.1922,22.22
Surat,Mumbai,RAIL,232.9,3043.0,MEDIUM,CLEAR,11,5,4,0,0.2811,6.62
Patna,Kochi,RAIL,1976.9,1414.3,MEDIUM,CLEAR,13,0,4,0,0.2295,30.77
Hyderabad,Delhi,ROAD,1255.4,1482.9,MEDIUM,RAIN,11,2,11,1,0.1147,35.07
Guwahati,Kochi,RAIL,2429.0,1293.0,HIGH,RAIN,9,6,11,2,0.2909,70.89
Indore,Patna,AIR,994.0,244.3,LOW,CLEAR,10,2,9,0,0.2372,2.4
Kochi,Visakhapatnam,ROAD,1142.8,984.3,LOW,RAIN,15,0,2,0,0.0084,22.51
Lucknow,Bhubaneswar,ROAD,881.6,1430.0,LOW,CLEAR,19,3,12,0,0.035,20.4
Bhubaneswar,Chennai,ROAD,996.3,665.6,LOW,RAIN,15,2,11,0,0.0654,18.11
Delhi,Jaipur,RAIL,235.3,1644.5,MEDIUM,STORM,15,1,1,0,0.0251,5.96
Bengaluru,Kochi,ROAD,367.7,1125.0,MEDIUM,STORM,18,0,5,1,0.1456,17.04
Surat,Patna,AIR,1348.1,2775.1,MEDIUM,CLEAR,7,6,10,0,0.1022,5.37
Patna,Visakhapatnam,RAIL,901.3,2430.2,LOW,RAIN,9,5,2,2,0.2919,22.26
Visakhapatnam,Kochi,RAIL,1142.8,1340.2,MEDIUM,SNOW,3,4,1,0,0.1418,20.45
Jaipur,Pune,RAIL,953.9,212.6,LOW,SNOW,10,0,8,1,0.0636,16.15
Indore,Delhi,ROAD,669.2,9403.8,MEDIUM,CLEAR,23,6,5,0,0.2912,26.45
Bhopal,Coimbatore,AIR,1362.2,924.9,MEDIUM,CLEAR,9,3,6,0,0.1542,3.92
Guwahati,Lucknow,ROAD,1076.3,995.2,LOW,CLEAR,18,3,10,0,0.0219,21.49
Nagpur,Delhi,RAIL,851.7,727.0,HIGH,CLEAR,5,6,7,1,0.0243,20.51
Jaipur,Coimbatore,AIR,1771.7,610.3,MEDIUM,RAIN,12,3,9,3,0.2026,13.8
Guwahati,Jaipur,RAIL,1588.0,6994.4,LOW,CLEAR,10,1,2,0,0.1484,25.63
Bengaluru,Kochi,AIR,367.7,5786.3,MEDIUM,CLEAR,7,1,1,1,0.1873,9.79
Guwahati,Mumbai,ROAD,2086.3,1869.2,MEDIUM,SNOW,10,6,4,1,0.2549,62.03
Chennai,Delhi,AIR,1755.8,963.9,LOW,CLEAR,15,3,3,0,0.2044,4.9
Hyderabad,Nagpur,RAIL,422.9,2305.2,LOW,STORM,12,4,4,2,0.2585,14.37
Visakhapatnam,Bengaluru,RAIL,799.0,1198.2,MEDIUM,SNOW,18,4,10,0,0.2228,17.15
Patna,Mumbai,ROAD,1453.2,872.8,HIGH,SNOW,19,1,2,2,0.2023,63.16
Guwahati,Nagpur,ROAD,1402.1,1645.4,MEDIUM,SNOW,12,2,2,1,0.0404,42.32
Patna,Kochi,RAIL,1976.9,645.9,MEDIUM,CLEAR,22,6,3,0,0.1448,32.67
Indore,Patna,ROAD,994.0,1484.3,MEDIUM,CLEAR,4,1,4,1,0.1299,27.72
Pune,Kochi,RAIL,989.7,1401.2,MEDIUM,STORM,9,6,3,0,0.1622,23.27
Mumbai,Visakhapatnam,AIR,1101.9,2260.9,LOW,CLEAR,11,1,3,1,0.1173,7.75
Bengaluru,Indore,AIR,1099.4,521.7,LOW,CLEAR,14,2,7,2,0.1861,9.43
Hyderabad,Surat,ROAD,727.5,2571.3,HIGH,RAIN,13,0,2,1,0.1177,28.24
Mumbai,Bhubaneswar,AIR,1361.9,369.6,HIGH,CLEAR,14,4,2,0,0.1673,3.32
Surat,Pune,ROAD,313.6,551.7,HIGH,CLEAR,19,2,11,0,0.1185,9.93
Kochi,Delhi,ROAD,2079.7,581.3,LOW,CLEAR,9,3,1,1,0.2705,45.97
Guwahati,Kochi,AIR,2429.0,302.9,MEDIUM,CLEAR,18,4,1,1,0.112,8.55
Lucknow,Hyderabad,ROAD,1082.1,3710.0,MEDIUM,RAIN,14,4,1,1,0.2193,36.12
Bhubaneswar,Guwahati,ROAD,887.3,342.8,LOW,CLEAR,12,6,7,0,0.1841,16.72
Guwahati,Jaipur,ROAD,1588.0,474.0,LOW,CLEAR,9,3,9,1,0.1157,40.17
Bhubaneswar,Mumbai,RAIL,1361.9,4946.8,MEDIUM,CLEAR,9,1,9,1,0.2423,32.91
Lucknow,Nagpur,AIR,661.4,553.0,MEDIUM,RAIN,10,4,9,1,0.2783,4.92
Pune,Jaipur,ROAD,953.9,875.0,MEDIUM,CLEAR,17,0,1,0,0.2281,28.16
Guwahati,Lucknow,ROAD,1076.3,325.6,LOW,CLEAR,12,5,5,0,0.2846,20.35
Kolkata,Hyderabad,RAIL,1181.9,2979.6,MEDIUM,SNOW,7,2,8,0,0.1309,26.85
Jaipur,Guwahati,ROAD,1588.0,3029.3,LOW,CLEAR,17,5,9,2,0.2741,42.54
Delhi,Ahmedabad,RAIL,775.7,2661.7,LOW,RAIN,15,1,5,2,0.2629,17.57
Kochi,Bhubaneswar,AIR,1541.8,2090.2,MEDIUM,CLEAR,21,2,11,2,0.2287,12.08
Indore,Jaipur,RAIL,466.3,1197.9,LOW,CLEAR,13,4,11,0,0.2506,6.94
Delhi,Mumbai,AIR,1148.1,584.5,HIGH,CLEAR,15,4,10,1,0.219,6.66
Kolkata,Bhubaneswar,RAIL,364.9,412.4,MEDIUM,SNOW,12,0,10,2,0.1537,12.13
Bhopal,Chennai,AIR,1171.1,5155.8,LOW,CLEAR,16,0,12,0,0.1657,7.09
Surat,Hyderabad,ROAD,727.5,2745.6,LOW,CLEAR,11,6,10,0,0.1253,15.85
Visakhapatnam,Bhubaneswar,ROAD,399.0,477.2,MEDIUM,RAIN,7,3,8,0,0.1993,13.82
Hyderabad,Bhubaneswar,RAIL,837.2,1150.3,LOW,CLEAR,23,5,5,1,0.0974,14.97
Coimbatore,Jaipur,ROAD,1771.7,765.0,LOW,SNOW,16,0,5,0,0.2219,42.09
Jaipur,Kochi,AIR,1888.9,283.2,MEDIUM,STORM,14,3,10,0,0.1515,6.03
Visakhapatnam,Pune,RAIL,993.7,1357.2,LOW,RAIN,12,4,4,1,0.106,16.13
Kolkata,Patna,AIR,469.2,666.1,MEDIUM,CLEAR,16,6,8,1,0.0442,5.26
Mumbai,Surat,ROAD,232.9,349.7,MEDIUM,CLEAR,6,4,7,2,0.0767,11.81
Delhi,Jaipur,ROAD,235.3,185.9,LOW,STORM,9,4,5,1,0.1921,10.52
Ahmedabad,Lucknow,RAIL,945.1,167.9,MEDIUM,CLEAR,6,2,6,2,0.111,21.41
Guwahati,Hyderabad,ROAD,1677.6,702.2,MEDIUM,CLEAR,6,6,1,1,0.01,39.33
Mumbai,Ahmedabad,RAIL,440.0,990.2,MEDIUM,STORM,1,2,9,2,0.0989,14.81
Ahmedabad,Surat,RAIL,207.7,383.6,LOW,STORM,17,1,1,0,0.1099,3.91
Bengaluru,Mumbai,AIR,845.3,2394.4,MEDIUM,CLEAR,8,5,1,2,0.0703,10.65
Coimbatore,Chennai,RAIL,427.4,1013.7,LOW,CLEAR,18,6,4,2,0.0859,12.11
Nagpur,Kochi,ROAD,1283.0,2191.3,MEDIUM,RAIN,19,5,7,1,0.2115,44.23
Kochi,Ahmedabad,ROAD,1507.8,880.5,LOW,SNOW,7,1,4,0,0.2239,39.4
Patna,Indore,RAIL,994.0,426.4,HIGH,CLEAR,16,5,11,0,0.2877,20.02
Nagpur,Bhopal,ROAD,291.6,1257.6,LOW,CLEAR,12,2,12,0,0.0354,6.05
Kochi,Bhopal,ROAD,1487.1,241.0,HIGH,CLEAR,20,1,5,0,0.0935,44.71
Mumbai,Jaipur,ROAD,920.7,2095.0,HIGH,CLEAR,12,6,12,0,0.0231,27.46
Bhubaneswar,Lucknow,ROAD,881.6,356.2,MEDIUM,CLEAR,10,6,2,0,0.184,23.3
Patna,Visakhapatnam,RAIL,901.3,3300.7,LOW,SNOW,9,2,2,0,0.0049,16.96
Patna,Guwahati,ROAD,663.0,730.6,LOW,CLEAR,19,0,5,2,0.0616,20.12
Ahmedabad,Hyderabad,RAIL,879.5,3924.7,HIGH,CLEAR,8,1,12,1,0.1761,26.9
Visakhapatnam,Nagpur,ROAD,579.2,285.1,MEDIUM,SNOW,18,3,7,2,0.1076,23.49
